"Content type";"Record Number";Acronym;Title;ID;Teaser;Programme;"Start date";"End date";Language;"Available languages";"Last updated";URL
project;109705;PLASWIRES;"Engineering multicellular biocircuits: programming cell-cell communication using plasmids as wires";612146;"Conjugation is a natural communication mechanism used by plasmids (autonomous self- replicating DNA molecules) to travel from bacteria to bacteria as a survival strategy. The genes and proteins that control conjugation are well known by biologists. This conjugation hardware i...";FP7-ICT;2013-10-01;2016-09-30;en;en;"2016-04-02 00:07:42";http://cordis.europa.eu/project/rcn/109705_en.html
project;108667;CHIC;"Computational Horizons In Cancer (CHIC): Developing Meta- and Hyper-Multiscale Models and Repositories for In Silico Oncology";600841;"Developing robust, reproducible, interoperable and collaborative hyper-models of diseases and normal physiology is a sine qua non necessity if rational, coherent and comprehensive exploitation of the invaluable information hidden within human multiscale biological data is env...";FP7-ICT;2013-04-01;2017-03-31;en;en;"2016-04-02 00:43:16";http://cordis.europa.eu/project/rcn/108667_en.html
project;106430;Layers;"Learning Layers - Scaling up Technologies for Informal Learning in SME Clusters";318209;"Learning Layers develops a set of modular and flexible technological layers for supporting workplace practices in SMEs that unlock peer production and scaffold learning in networks of SMEs, thereby bridging the gap between scaling and adaptation to personal needs. By building...";FP7-ICT;2012-11-01;2016-10-31;en;en;"2016-04-02 00:51:57";http://cordis.europa.eu/project/rcn/106430_en.html
project;106215;i-RISC;"Innovative Reliable Chip Designs from Low-Powered Unreliable Components";309129;"The ongoing miniaturization of data processing and storage devices and the imperative of low-energy consumption can only be sustained through low-powered components. Lower supply voltages and variations in technological process of emerging nanoelectronic devices make them inh...";FP7-ICT;2013-02-01;2016-01-31;en;en;"2016-04-02 00:14:50";http://cordis.europa.eu/project/rcn/106215_en.html
project;105053;MIDAS;"Model and Inference Driven, Automated testing of Services architectures";318786;"The subject of this proposal is a three year project whose objective is an integrated framework for SOA testing automation that will be available as a Platform as a Service (PaaS) on a cloud infrastructure. The framework spans all the testing activities: test generation, exec...";FP7-ICT;2012-09-01;2015-10-31;en;en;"2016-04-02 00:57:56";http://cordis.europa.eu/project/rcn/105053_en.html
project;95045;EU-RU.NET;"Linking R&D Strategies, Foresight and Stimulation of EU-Russia Cooperation in Nanoelectronics Technology";257511;"A large number of leading European and Russian scientists led by the Vice-President of the Russian Academy of Sciences Nobel Laureate Professor Zhores Alferov, credited ""for basic work on information and communication technology"" – the invention of heterotransistor and the fi...";FP7-ICT;2010-05-01;2012-06-30;en;en;"2016-04-01 23:58:25";http://cordis.europa.eu/project/rcn/95045_en.html
project;95016;SPADnet;"Fully Networked, Digital Components for Photon-starved Biomedical Imaging Systems";257914;"SPADnet aims to develop a new generation of smart, CMOS-based large area networked image sensors for photon-starved biomedical applications, build ring-assembly modules for Positron Emission Tomography (PET) imaging, and carry out performance tests in a PET system evaluation ...";FP7-ICT;2010-07-01;2014-12-31;en;en;"2016-04-01 23:33:06";http://cordis.europa.eu/project/rcn/95016_en.html
project;93836;EuroCloud;"Energy-conscious 3D Server-on-Chip for Green Cloud Services";247779;"""Cloud Computing"" refers to the emerging environment providing software and hardware services over the Internet or Cloud on demand. These services are provided to millions of Cloud users, in particular Mobile users, by thousands of servers in the data centres. Server power co...";FP7-ICT;2010-01-01;2013-06-30;en;en;"2016-04-01 23:07:41";http://cordis.europa.eu/project/rcn/93836_en.html
project;90435;TAILPHOX;"TAILoring photon-phonon interaction in silicon PHOXonic crystals";233883;"TAILPHOX project addresses the design and implementation of Silicon phoXonic crystal structures that allow a simultaneous control of both photonic and phononic waves. The final goal is to push the performance of optical devices well beyond the state of the art by this radical...";FP7-ICT;2009-05-01;2012-10-31;en;en;"2016-04-01 23:29:50";http://cordis.europa.eu/project/rcn/90435_en.html
project;89890;BRICS;"Best Practice in Robotics";231940;"BRICS addresses a very urgent need of the research community, namely the need for common research platforms, which support integration of research results and which support the evaluation, comparison and benchmarking of result and the promotion of best practice in robotics. I...";FP7-ICT;2009-03-01;2013-02-28;en;en;"2016-04-01 23:53:41";http://cordis.europa.eu/project/rcn/89890_en.html
project;87679;TELEFOT;"Field Operational Tests of Aftermarket  and Nomadic Devices in Vehicles";224067;"The objectives of the TeleFOT project are to assess the impacts of functions provided by aftermarket and nomadic devices in vehicles and raise wide awareness of their traffic safety potential. These devices can provide different types of driver support functions and almost no...";FP7-ICT;2008-06-01;2012-11-30;en;en;"2016-04-01 23:38:54";http://cordis.europa.eu/project/rcn/87679_en.html
project;89251;Locomorph;"Robust Robot Locomotion and Movements Through Morphology and Morphosis";231688;"Locomorph's goal is to push beyond the state of the art in robotic locomotion and movements, by increasing efficiency, robustness, and thus usability in unknown environments. As robotic research and industry are competing to increase robots' usability towards the highly-in-de...";FP7-ICT;2009-02-01;2013-03-31;en;en;"2016-04-01 23:10:02";http://cordis.europa.eu/project/rcn/89251_en.html
project;87276;SM4All;"SMART HOMES FOR ALL. AN EMBEDDED MIDDLEWARE PLATFORM FOR PERVASIVE AND IMMERSIVE ENVIRONMENTS FOR-ALL";224332;"Embedded systems are specialised computers used in larger systems or machines to control equipments such as automobiles, home appliances, communication, control and office machines. Such pervasivity is particularly evident in immersive realities, i.e., scenarios in which invi...";FP7-ICT;2008-09-01;2011-08-31;en;en;"2016-04-01 23:57:01";http://cordis.europa.eu/project/rcn/87276_en.html
project;86722;IntUBE;"Intelligent Use of Buildings' Energy Information";224286;"The energy consumption in the operational phase of buildings is one of the major contributions to energy use in Europe. The improvement of energy efficiency only in the renewed stock (new and renovated buildings) is too slow considering the ambitious goal to improve the energ...";FP7-ICT;2008-05-01;2011-04-30;en;en;"2016-04-01 23:44:15";http://cordis.europa.eu/project/rcn/86722_en.html
project;85231;EuroTraining;"Provision of a European training infrastructure";211806;"The objective of the EuroTraining proposal is to provide a European Training Infrastructure facilitating the provision of high calibre training across Europe. The structure will support professional advancement training as well as academic training. Professional course provid...";FP7-ICT;2007-11-01;2010-10-31;en;en;"2016-04-01 23:15:40";http://cordis.europa.eu/project/rcn/85231_en.html
project;191427;I3H;"I3H - EIT ICT Labs Incubating Internet Innovation Hubs";632860;"The objective of the ""Incubating Internet Innovation Hubs"" (I3H) project is to contribute to the sustainability of FI PPP by creating a European network of Internet Innovation Hubs (IIH), regional or thematic clusters that bring together web entrepreneurs, mentors, investors,...";FP7-ICT;2014-07-01;2016-06-30;en;en;"2016-04-01 23:14:06";http://cordis.europa.eu/project/rcn/191427_en.html
project;110828;EXPRESS;"Mobilising Expert Resources in the European Smart Systems Integration Ecosystem";610551;"The proposed EXPRESS CA responds to ICT-2013.3.3-b (iv) 'Supporting the development of an ecosystem for smart systems integration in Europe'. In this context, ecosystem is defined as a sustaining environment to promote economic growth, skills growth, and growth in industrial ...";FP7-ICT;2014-01-01;2016-06-30;en;en;"2016-04-01 23:44:19";http://cordis.europa.eu/project/rcn/110828_en.html
project;110714;CAPITAL;"Cyber security research Agenda for PrIvacy and Technology chALlenges";611961;"Cyber security is a growing concern worldwide with cloud computing, smart grids, social networks, and Voice over IP telephony as key target domains. Europe's interests, sensitivities, and commitment to liberal values in Cyber security and privacy are not necessarily aligned t...";FP7-ICT;2013-10-01;2015-09-30;en;en;"2016-04-01 23:20:47";http://cordis.europa.eu/project/rcn/110714_en.html
project;109696;EVOPROG;"General-Purpose Programmable Evolution Machine on a Chip";610730;"Despite recent advances in in vivo directed evolution techniques and the interest they have attracted so far, their impact in applied biotechnology is limited because of their limitations in programmability, selective drivers, cost and scalability. Here, we propose to constru...";FP7-ICT;2013-10-01;2016-09-30;en;en;"2016-04-01 23:42:28";http://cordis.europa.eu/project/rcn/109696_en.html
project;108030;SecFuNet;"Security for Future Networks";288349;"The goal of the SecFuNet project is to design and develop a coherent security architecture for virtual networks and cloud accesses. The proposed architecture will provide solutions allowing the management of the security of communications for all machines connected to a publi...";FP7-ICT;2011-05-01;2014-04-30;en;en;"2016-04-01 23:49:07";http://cordis.europa.eu/project/rcn/108030_en.html
